EW1,EW2,EW3,EW4,EW5,EW6,EW7,EW8,EW9,EW10,EW11,EW12,EW13,EW14,EW15,EW16,EW17,EW18,EW19,EW20,EW21,EW22,EW23,EW24,EW25,EW26,EW27,EW28,EW29,0
2400,1400,2500,1900,2000,1100,1100,1200,1400,1100,1100,1000,1000,1200,1000,1500,1200,1400,1200,1100,1400,1700,3500,1500,1400,1800,900,2600,0
NS1,NS2,NS3,NS4,NS5,NS7,NS8,NS9,NS10,NS11,NS12,NS13,NS14,NS15,NS16,NS17,NS18,NS19,NS20,NS21,NS22,NS23,NS24,NS25,NS26,NS27,NS28,0
2100,1200,3300,1400,4100,1700,1500,1700,2400,1500,1700,1400,4900,1500,2400,1200,900,1500,1200,1200,1000,800,1000,1000,1000,1400,0
CC1,CC2,CC3,CC4,CC5,CC6,CC7,CC8,CC9,CC10,CC11,CC12,CC13,CC14,CC15,CC16,CC17,CC19,CC20,CC21,CC22,CC23,CC24,CC25,CC26,CC27,CC28,CC29,0
600,700,800,800,1500,900,700,1200,1100,1000,1300,1300,900,1700,1600,1200,3900,1000,1400,900,800,800,1400,1300,1400,800,1500,0
DT1,DT2,DT3,DT5,DT6,DT7,DT8,DT9,DT10,DT11,DT12,DT13,DT14,DT15,DT16,DT17,DT18,DT19,DT20,DT21,DT22,DT23,DT24,DT25,DT26,DT27,DT28,DT29,DT30,DT31,DT32,DT33,DT34,DT35,0
1200,900,2600,1200,1600,1300,1100,1100,1600,1400,500,800,900,1300,900,600,600,1000,1000,900,1300,1400,1500,800,1100,1200,1100,1800,1700,1300,1400,2600,900,0
NE1,NE3,NE4,NE5,NE6,NE7,NE8,NE9,NE10,NE11,NE12,NE13,NE14,NE15,NE16,NE17,0
2600,700,600,1400,1000,800,1200,1600,900,1200,1700,1500,1300,1100,1700,0
CG,CG1,CG2,0
1900,4500,0
CC4,CE1,CE2,0
1300,800,0
